20230702 180006;23.708700;0
20230702 180008;23.711400;0
20230702 180010;23.715900;0
20230702 180029;23.715900;0
20230702 180052;23.715900;0
20230702 180100;23.718900;0
20230702 180200;23.719600;0
20230702 180215;23.719600;0
20230702 180216;23.719600;0
20230702 180217;23.719600;0
20230702 180224;23.719600;0
20230702 180246;23.719600;0
20230702 180300;23.719600;0
20230702 180302;23.719600;0
20230702 180309;23.717600;0
20230702 180317;23.711200;0
20230702 180334;23.712100;0
20230702 180410;23.712100;0
20230702 180436;23.710900;0
20230702 180504;23.710800;0
20230702 180505;23.706800;0
20230702 180612;23.706800;0
20230702 180620;23.706800;0
20230702 180625;23.706800;0
20230702 180654;23.706800;0
20230702 180733;23.706800;0
20230702 180735;23.706800;0
20230702 180842;23.706800;0
20230702 180941;23.706800;0
20230702 180947;23.706800;0
20230702 181002;23.706800;0
20230702 181009;23.706200;0
20230702 181010;23.707100;0
20230702 181013;23.707100;0
20230702 181022;23.707100;0
20230702 181023;23.707100;0
20230702 181026;23.707100;0
20230702 181034;23.707100;0
20230702 181059;23.707100;0
20230702 181107;23.707100;0
20230702 181108;23.707100;0
20230702 181111;23.707100;0
20230702 181116;23.707100;0
20230702 181118;23.707100;0
20230702 181119;23.707100;0
20230702 181121;23.707100;0
20230702 181123;23.707100;0
20230702 181124;23.707100;0
20230702 181129;23.707100;0
20230702 181132;23.707100;0
20230702 181215;23.707100;0
20230702 181218;23.707100;0
20230702 181219;23.707100;0
20230702 181222;23.707100;0
20230702 181225;23.707100;0
20230702 181227;23.707100;0
20230702 181239;23.707100;0
20230702 181243;23.707100;0
20230702 181254;23.707100;0
20230702 181256;23.707100;0
20230702 181257;23.707100;0
20230702 181350;23.707100;0
20230702 181411;23.707100;0
20230702 181412;23.707100;0
20230702 181414;23.707100;0
20230702 181415;23.707100;0
20230702 181421;23.707100;0
20230702 181433;23.707100;0
20230702 181435;23.707100;0
20230702 181437;23.707100;0
20230702 181438;23.702300;0
20230702 181500;23.710400;0
20230702 181501;23.708300;0
20230702 181503;23.711300;0
20230702 181504;23.711300;0
20230702 181505;23.710400;0
20230702 181506;23.708300;0
20230702 181507;23.706300;0
20230702 181508;23.706800;0
20230702 181509;23.706800;0
20230702 181510;23.710800;0
20230702 181514;23.710400;0
20230702 181516;23.710400;0
20230702 181517;23.710400;0
20230702 181518;23.712300;0
20230702 181519;23.706800;0
20230702 181520;23.708700;0
20230702 181521;23.711300;0
20230702 181522;23.711800;0
20230702 181523;23.709300;0
20230702 181524;23.709400;0
20230702 181525;23.713400;0
20230702 181526;23.704500;0
20230702 181527;23.712800;0
20230702 181528;23.706300;0
20230702 181529;23.708400;0
20230702 181530;23.711800;0
20230702 181531;23.711800;0
20230702 181532;23.711300;0
20230702 181533;23.713400;0
20230702 181534;23.707300;0
20230702 181535;23.708800;0
20230702 181536;23.706800;0
20230702 181537;23.709800;0
20230702 181539;23.714500;0
20230702 181542;23.713800;0
20230702 181543;23.718400;0
20230702 181544;23.705800;0
20230702 181546;23.709800;0
20230702 181547;23.713400;0
20230702 181548;23.708400;0
20230702 181549;23.712400;0
20230702 181550;23.711400;0
20230702 181551;23.709100;0
20230702 181552;23.706400;0
20230702 181553;23.711300;0
20230702 181554;23.707800;0
20230702 181555;23.711400;0
20230702 181556;23.707800;0
20230702 181557;23.709800;0
20230702 181558;23.709300;0
20230702 181559;23.711800;0
20230702 181600;23.710300;0
20230702 181601;23.710300;0
20230702 181602;23.707200;0
20230702 181603;23.713300;0
20230702 181604;23.707400;0
20230702 181605;23.709800;0
20230702 181606;23.706800;0
20230702 181607;23.708400;0
20230702 181608;23.707400;0
20230702 181609;23.710300;0
20230702 181610;23.709800;0
20230702 181611;23.709800;0
20230702 181612;23.710300;0
20230702 181613;23.708400;0
20230702 181614;23.710300;0
