20230601 000033;23.706600;0
20230601 000104;23.707500;0
20230601 000113;23.706600;0
20230601 000114;23.707500;0
20230601 000137;23.706600;0
20230601 000142;23.707500;0
20230601 000143;23.706600;0
20230601 000144;23.707500;0
20230601 000202;23.708400;0
20230601 000203;23.707500;0
20230601 000206;23.708400;0
20230601 000301;23.709400;0
20230601 000604;23.709400;0
20230601 000607;23.708400;0
20230601 000622;23.709400;0
20230601 001009;23.710300;0
20230601 001830;23.714200;0
20230601 001909;23.714200;0
20230601 001913;23.714200;0
20230601 001926;23.714200;0
20230601 001941;23.714200;0
20230601 002010;23.714200;0
20230601 002019;23.713900;0
20230601 002121;23.709900;0
20230601 002149;23.709900;0
20230601 002854;23.709900;0
20230601 002900;23.710800;0
20230601 002902;23.709900;0
20230601 002906;23.710800;0
20230601 002916;23.709900;0
20230601 002959;23.703300;0
20230601 003000;23.705800;0
20230601 003001;23.707300;0
20230601 003002;23.707300;0
20230601 003022;23.707300;0
20230601 003101;23.707800;0
20230601 003117;23.707800;0
20230601 003200;23.707800;0
20230601 003217;23.707800;0
20230601 003301;23.704800;0
20230601 003307;23.704800;0
20230601 003317;23.704900;0
20230601 003358;23.706500;0
20230601 003407;23.706900;0
20230601 003408;23.711100;0
20230601 003508;23.707200;0
20230601 003511;23.706200;0
20230601 003630;23.706200;0
20230601 003701;23.706300;0
20230601 003734;23.707300;0
20230601 003828;23.707400;0
20230601 003946;23.706300;0
20230601 004004;23.707400;0
20230601 004038;23.707400;0
20230601 004050;23.706400;0
20230601 004051;23.707400;0
20230601 004052;23.706400;0
20230601 004057;23.707400;0
20230601 004059;23.706400;0
20230601 004103;23.707400;0
20230601 004157;23.706400;0
20230601 004220;23.707400;0
20230601 004308;23.707500;0
20230601 004325;23.706400;0
20230601 004334;23.705300;0
20230601 004411;23.706400;0
20230601 004451;23.705300;0
20230601 004522;23.706400;0
20230601 004907;23.710800;0
20230601 005011;23.706400;0
20230601 005509;23.706800;0
20230601 005511;23.706400;0
20230601 005512;23.706800;0
20230601 005539;23.711000;0
20230601 005641;23.707500;0
20230601 005649;23.707500;0
20230601 005703;23.706600;0
20230601 005705;23.707800;0
20230601 005706;23.707500;0
20230601 005740;23.707300;0
20230601 005741;23.707500;0
20230601 005742;23.706600;0
20230601 005802;23.706900;0
20230601 005804;23.706700;0
20230601 005806;23.707600;0
20230601 005816;23.707500;0
20230601 005824;23.707500;0
20230601 005835;23.706600;0
20230601 005836;23.707500;0
20230601 005842;23.706600;0
20230601 005848;23.707500;0
20230601 005849;23.706600;0
20230601 005851;23.707500;0
20230601 005858;23.706600;0
20230601 005902;23.711000;0
20230601 005959;23.709300;0
20230601 010000;23.710800;0
20230601 010001;23.710800;0
20230601 010011;23.710800;0
20230601 010012;23.710800;0
20230601 010013;23.710800;0
20230601 010045;23.710800;0
20230601 010100;23.710300;0
20230601 010107;23.710300;0
20230601 010114;23.710300;0
20230601 010117;23.710300;0
20230601 010134;23.710300;0
20230601 010150;23.710300;0
20230601 010200;23.709800;0
20230601 010217;23.709800;0
20230601 010300;23.709300;0
20230601 010302;23.709300;0
20230601 010400;23.709300;0
20230601 010401;23.709300;0
20230601 010407;23.709300;0
20230601 010408;23.712500;0
20230601 010459;23.712500;0
20230601 010559;23.707500;0
20230601 010637;23.708500;0
20230601 010849;23.707500;0
20230601 010858;23.708500;0
20230601 010859;23.707500;0
20230601 011230;23.708500;0
20230601 011322;23.707500;0
20230601 011323;23.708500;0
20230601 011337;23.707500;0
20230601 011338;23.712500;0
20230601 011400;23.712500;0
20230601 011500;23.708000;0
20230601 012924;23.707100;0
20230601 012929;23.708000;0
20230601 013211;23.708900;0
20230601 013215;23.708000;0
20230601 013229;23.708900;0
20230601 013246;23.708000;0
20230601 013349;23.712500;0
20230601 013421;23.712500;0
20230601 013521;23.707500;0
20230601 013551;23.706900;0
20230601 013552;23.707600;0
20230601 013607;23.712500;0
20230601 013711;23.707600;0
20230601 014829;23.710300;0
20230601 014830;23.709900;0
20230601 014836;23.708700;0
20230601 014837;23.708700;0
20230601 014838;23.708700;0
20230601 014839;23.710000;0
20230601 014940;23.706200;0
20230601 014959;23.705300;0
